district,rainfall,humidity,wind_speed,temperature,lightning,risk
Chikkamagaluru,200.03,90,12.4,18.47,2,Low
Tumakuru,7.73,91,5.85,38.43,22,Medium
Shivamogga,214.37,49,25.87,29.14,13,Medium
Chikkamagaluru,148.55,94,57.61,27.94,6,Medium
Chikkamagaluru,120.3,99,47.6,22.23,23,High
Bengaluru Rural,126.6,90,1.27,35.41,16,Medium
Bagalkot,303.56,52,21.5,38.0,25,Medium
Ramanagara,61.52,96,51.79,19.98,10,Medium
Vijayanagara,262.76,32,22.19,36.99,16,Medium
Kalaburagi,10.4,61,56.43,29.95,5,Low
Udupi,156.54,86,42.51,27.75,7,Medium
Chamarajanagar,112.36,56,7.6,40.17,12,Low
Ballari,290.26,51,45.51,36.84,25,High
Bengaluru Rural,176.43,32,21.21,21.44,1,Low
Kodagu,292.94,35,59.68,41.43,18,High
Haveri,306.6,63,33.1,19.07,3,Medium
Ramanagara,251.07,69,9.01,22.75,18,Medium
Mysuru,156.58,79,35.25,39.03,22,Medium
Tumakuru,126.16,98,58.57,31.77,22,High
Chikkaballapur,27.92,61,54.04,32.87,11,Medium
Bengaluru Urban,135.31,38,26.18,20.24,4,Low
Haveri,67.91,44,55.88,32.5,14,Medium
Dharwad,273.99,65,42.8,25.7,2,Medium
Hassan,71.43,47,41.42,27.92,10,Medium
Chikkamagaluru,63.05,57,23.11,19.23,23,Medium
Davanagere,95.99,30,53.89,40.25,12,Medium
Haveri,325.36,31,53.09,32.53,15,High
Bengaluru Urban,314.99,80,55.69,22.44,8,Medium
Kodagu,60.49,69,3.66,23.92,19,Low
Bengaluru Urban,39.25,94,39.4,23.53,20,Medium
Mangaluru,152.76,84,8.22,36.89,9,Medium
Kodagu,14.66,40,29.77,26.75,7,Low
Yadgir,268.97,94,28.83,22.41,15,High
Vijayapura,96.89,58,45.95,25.02,7,Medium
Bagalkot,33.85,64,12.17,39.02,24,Low
Belagavi,46.32,37,53.18,37.79,10,Medium
Udupi,0.85,39,55.84,41.4,18,Medium
Uttara Kannada,332.07,70,51.63,25.27,6,Medium
Dharwad,277.81,100,22.73,19.61,0,Medium
Bengaluru Rural,295.75,49,2.22,35.86,5,Low
Shivamogga,54.55,95,45.09,18.99,11,Medium
Tumakuru,270.85,45,51.69,37.31,20,High
Ballari,302.93,91,18.87,30.86,13,Medium
Uttara Kannada,9.52,95,23.82,33.47,13,Medium
Mandya,247.73,77,24.26,37.23,12,Medium
Raichur,14.58,85,8.93,27.26,0,Low
Shivamogga,149.61,82,12.63,35.61,9,Medium
Tumakuru,120.08,65,30.16,40.17,4,Low
Bidar,296.38,70,25.88,22.84,14,Medium
Chikkamagaluru,68.47,52,45.09,25.06,23,Medium
Chamarajanagar,322.61,63,16.3,38.78,11,Medium
Yadgir,37.37,42,18.85,23.22,4,Low
Udupi,290.52,37,25.34,38.8,25,Medium
Bengaluru Rural,292.17,38,54.17,26.77,9,Medium
Tumakuru,295.24,34,3.94,36.0,25,Medium
Ballari,60.73,52,52.45,30.29,15,Medium
Vijayanagara,141.91,43,11.23,29.66,23,Medium
Davanagere,29.17,97,6.67,32.43,12,Low
Kodagu,320.57,42,38.49,35.02,4,Medium
Udupi,97.35,45,45.51,29.68,7,Medium
Bagalkot,266.02,45,44.59,28.84,10,Medium
Chikkamagaluru,267.44,64,13.5,19.59,1,Low
Ramanagara,19.77,38,37.06,29.24,24,Medium
Belagavi,299.85,62,4.31,23.09,5,Low
Mysuru,19.07,94,31.34,37.28,0,Low
Uttara Kannada,247.97,59,5.68,28.28,17,Medium
Koppal,27.2,63,42.21,40.34,1,Low
Ballari,129.83,45,21.46,29.27,3,Low
Uttara Kannada,282.2,55,42.71,19.41,25,High
Gadag,131.44,85,32.59,31.77,5,Medium
Ramanagara,197.94,84,3.15,36.96,23,Medium
Mandya,324.78,72,41.21,41.71,4,Medium
Bidar,48.54,69,58.57,40.54,14,Medium
Bengaluru Urban,190.14,40,58.19,39.94,10,Medium
Bagalkot,245.67,74,11.41,18.8,10,Medium
Mysuru,11.3,92,2.23,18.74,8,Low
Chikkamagaluru,142.0,79,57.76,33.14,21,Medium
Bidar,347.96,95,54.85,30.76,19,High
Kodagu,231.01,64,0.59,30.57,6,Medium
Chikkamagaluru,194.7,100,22.96,30.67,0,Medium
Mysuru,271.49,85,0.14,39.56,18,Medium
Udupi,195.92,99,12.49,20.16,18,Medium
Haveri,14.78,81,54.55,21.86,8,Medium
Bagalkot,279.69,72,26.68,38.8,4,Medium
Belagavi,230.36,90,36.71,29.63,21,High
Chamarajanagar,255.25,96,41.88,25.76,6,High
Chamarajanagar,104.2,84,9.42,33.1,18,Medium
Kolar,124.38,38,57.63,18.96,2,Medium
Gadag,51.03,46,15.24,23.1,2,Low
Bengaluru Urban,274.77,44,54.6,23.19,25,High
Bagalkot,134.97,55,20.62,41.12,16,Medium
Mandya,283.71,30,53.04,30.39,24,High
Bagalkot,41.58,55,26.75,40.89,22,Medium
Haveri,193.05,61,16.06,41.01,7,Low
Chitradurga,307.08,66,17.44,35.33,5,Low
Mandya,326.58,43,29.54,26.13,14,Medium
Hassan,215.32,70,43.76,33.4,5,Medium
Uttara Kannada,99.18,44,12.8,27.78,7,Low
Vijayapura,279.84,57,56.38,26.67,1,Medium
Mysuru,210.55,30,3.89,41.13,20,Medium
Mangaluru,291.44,100,11.98,29.35,1,Medium
Bagalkot,209.29,61,18.34,21.96,22,Medium
Ramanagara,61.83,76,4.77,25.99,10,Low
Chamarajanagar,281.78,77,50.79,37.24,23,High
Haveri,126.08,47,45.37,29.03,15,Medium
Chikkamagaluru,14.35,64,30.92,23.79,1,Low
Shivamogga,159.48,33,10.52,38.74,6,Low
Kolar,168.66,44,49.32,25.29,2,Medium
Ramanagara,21.52,84,35.04,27.81,11,Medium
Chamarajanagar,215.62,47,50.1,35.03,2,Medium
Dharwad,316.92,90,6.47,35.76,18,Medium
Davanagere,167.72,63,38.6,29.23,0,Medium
Koppal,150.09,98,57.01,29.76,24,High
Ramanagara,47.21,93,20.24,41.41,14,Medium
Kalaburagi,233.93,77,8.5,24.51,12,Medium
Koppal,62.69,96,2.08,28.46,8,Low
Chamarajanagar,302.57,66,41.51,32.01,6,Medium
Davanagere,84.56,49,15.49,21.74,1,Low
Bengaluru Urban,3.99,82,19.23,32.41,4,Low
Ramanagara,25.25,58,19.61,23.7,9,Low
Mangaluru,11.13,38,5.78,26.88,10,Low
Vijayapura,291.37,86,36.79,30.53,13,High
Chamarajanagar,187.23,33,1.29,25.66,5,Low
Chikkamagaluru,30.37,100,1.44,18.94,2,Low
Udupi,50.27,95,12.09,24.1,14,Medium
Hassan,78.17,62,38.16,28.89,18,Medium
Koppal,43.28,36,58.72,29.27,17,Medium
Chitradurga,104.48,75,54.93,19.69,23,Medium
Chikkaballapur,47.17,44,39.09,22.54,10,Medium
Mysuru,248.28,99,12.8,38.98,7,Medium
Ramanagara,301.55,73,18.59,29.12,22,Medium
Chamarajanagar,259.63,87,8.91,31.44,8,Medium
Shivamogga,262.73,44,24.9,22.27,8,Medium
Chikkamagaluru,74.64,31,44.28,19.16,14,Medium
Hassan,281.33,35,47.57,39.57,4,Medium
Haveri,136.78,43,59.36,40.38,3,Medium
Mandya,235.19,85,9.21,34.48,16,Medium
Uttara Kannada,349.97,46,59.42,38.25,23,High
Shivamogga,282.4,95,54.28,41.91,8,High
Vijayanagara,306.4,88,47.62,37.42,24,High
Shivamogga,79.85,59,50.94,40.49,16,Medium
Chamarajanagar,345.11,95,6.22,33.41,23,Medium
Ramanagara,18.44,56,6.41,18.36,12,Low
Kolar,264.2,89,17.34,39.74,3,Medium
Raichur,141.85,94,41.4,31.87,9,Medium
Mangaluru,20.83,59,18.92,18.04,2,Low
Uttara Kannada,168.49,90,3.48,32.24,6,Medium
Davanagere,316.56,56,29.34,34.41,1,Medium
Bidar,340.77,65,10.13,22.61,24,Medium
Tumakuru,213.71,82,20.41,27.4,16,Medium
Gadag,91.75,77,51.69,23.64,14,Medium
Ramanagara,260.43,64,43.46,19.03,2,Medium
Kolar,174.66,86,42.81,23.66,17,High
Uttara Kannada,116.0,84,50.62,32.38,8,Medium
Raichur,265.98,60,10.45,18.21,6,Medium
Raichur,123.68,80,10.37,32.46,10,Low
Yadgir,105.9,85,58.12,27.52,2,Medium
Mandya,251.86,88,23.48,35.63,22,High
Chikkamagaluru,243.36,44,3.54,32.0,21,Medium
Uttara Kannada,302.34,51,0.95,26.85,25,Medium
Yadgir,9.18,48,37.69,35.45,25,Medium
Yadgir,130.9,87,53.65,30.63,17,High
Mandya,145.25,70,38.49,18.17,23,Medium
Kolar,110.12,39,5.46,20.62,18,Low
Gadag,243.08,30,2.47,32.74,13,Medium
Vijayapura,66.94,62,28.18,21.98,10,Low
Haveri,214.4,44,6.82,26.01,19,Medium
Vijayanagara,225.54,99,21.94,41.99,25,High
Ballari,6.33,78,26.03,37.5,6,Low
Mangaluru,247.01,78,33.29,30.02,7,Medium
Bengaluru Urban,81.22,65,15.31,35.51,11,Low
Vijayanagara,208.18,87,47.32,37.66,2,Medium
Chitradurga,151.53,67,20.91,23.79,8,Medium
Raichur,143.55,85,24.79,31.37,17,Medium
Raichur,50.27,52,1.4,40.8,8,Low
Davanagere,224.61,79,41.9,29.52,23,High
Bengaluru Urban,95.43,95,19.48,30.82,17,Medium
Ballari,225.56,56,22.89,34.66,13,Medium
Bagalkot,249.28,44,25.02,25.89,19,Medium
Ramanagara,200.87,63,37.45,23.83,2,Medium
Shivamogga,188.69,72,3.0,29.86,1,Low
Tumakuru,313.48,31,53.26,30.97,8,Medium
Vijayanagara,47.01,79,52.7,19.98,12,Medium
Bagalkot,274.95,93,57.95,29.16,13,High
Mangaluru,329.86,44,18.55,37.94,16,Medium
Bengaluru Rural,101.57,34,30.37,28.28,0,Low
Vijayapura,221.99,44,1.92,20.45,6,Medium
Ballari,137.94,57,3.23,41.63,24,Medium
Uttara Kannada,264.27,95,5.0,32.33,12,Medium
Bidar,78.82,91,6.28,25.5,6,Low
Tumakuru,33.91,83,23.81,25.37,24,Medium
Hassan,68.1,86,58.35,22.82,22,Medium
Ballari,323.38,75,27.33,38.68,17,Medium
Raichur,158.69,46,34.58,29.56,14,Medium
Chikkaballapur,231.7,41,52.9,31.86,6,Medium
Ballari,207.06,40,15.05,38.65,8,Low
Yadgir,349.86,54,5.55,27.8,23,Medium
Dharwad,183.44,80,48.77,33.41,17,Medium
Raichur,236.67,76,42.91,33.63,18,High
Kodagu,158.98,90,30.41,40.9,6,Medium
Koppal,261.77,84,57.07,35.67,22,High
Ramanagara,81.29,94,0.8,28.81,0,Low
Tumakuru,152.7,30,33.88,22.37,2,Low
Bengaluru Urban,53.18,99,48.58,27.99,2,Medium
Kodagu,107.03,79,20.0,27.96,4,Low
Uttara Kannada,93.41,47,3.44,38.83,3,Low
Vijayapura,38.21,36,55.68,28.81,7,Medium
Mandya,263.81,42,21.7,36.58,25,Medium
Chamarajanagar,261.68,66,25.27,36.48,11,Medium
Mandya,96.73,89,44.72,30.84,14,Medium
Chamarajanagar,67.08,54,4.06,23.96,19,Low
Chitradurga,265.5,72,45.91,33.43,21,High
Yadgir,138.34,46,30.56,32.62,19,Medium
Chikkamagaluru,173.54,54,48.53,30.91,22,Medium
Udupi,117.57,82,40.31,38.62,5,Medium
Chitradurga,90.34,72,10.06,27.22,14,Low
Shivamogga,279.9,80,37.08,26.15,7,Medium
Bengaluru Urban,71.0,53,35.76,37.06,17,Medium
Bidar,105.66,53,55.15,22.99,11,Medium
Tumakuru,65.87,53,44.74,32.78,11,Medium
Dharwad,173.77,46,0.19,19.79,9,Low
Bagalkot,96.59,74,40.12,39.62,23,Medium
Koppal,341.64,91,33.34,33.09,3,Medium
Chitradurga,281.67,83,4.9,35.47,23,Medium
Shivamogga,41.53,76,3.49,23.02,14,Low
Vijayanagara,209.62,54,13.21,29.36,19,Medium
Bengaluru Urban,339.51,33,17.85,26.88,20,Medium
Chikkamagaluru,344.58,42,19.22,18.41,10,Medium
Mandya,167.38,72,29.21,37.88,7,Medium
Bagalkot,94.88,58,54.77,19.96,7,Medium
Bagalkot,294.65,36,43.41,41.67,0,Medium
Mysuru,310.66,38,0.9,24.44,1,Low
Chikkaballapur,23.51,67,31.91,18.02,5,Low
Bengaluru Urban,245.24,98,39.24,26.58,15,High
Bidar,332.55,81,30.74,37.55,20,High
Tumakuru,219.19,43,36.49,27.54,16,Medium
Chikkaballapur,219.17,80,52.48,41.62,23,Medium
Mangaluru,42.74,48,59.1,34.72,9,Medium
Gadag,96.37,36,7.18,26.89,17,Low
Mysuru,286.66,84,54.5,32.12,3,Medium
Kolar,191.08,61,54.54,35.69,21,Medium
Bagalkot,118.88,65,50.9,22.56,6,Medium
Bengaluru Rural,343.18,76,34.67,35.15,7,Medium
Mysuru,82.72,42,15.0,18.35,21,Low
Raichur,348.29,40,35.85,39.87,11,Medium
Kodagu,231.87,47,39.05,24.27,14,High
Chikkamagaluru,334.78,96,19.66,28.29,24,Medium
Yadgir,65.33,67,11.52,20.12,3,Low
Shivamogga,305.68,30,36.44,21.34,3,Medium
Vijayanagara,16.56,39,23.78,31.01,22,Medium
Bidar,220.85,44,32.32,23.61,18,Medium
Vijayapura,349.75,52,49.95,18.12,25,High
Bengaluru Rural,58.17,89,26.55,21.18,11,Medium
Hassan,289.52,34,59.34,31.73,12,Medium
Chikkamagaluru,137.04,85,14.37,22.58,4,Low
Vijayapura,336.14,69,33.15,29.18,15,Medium
Ramanagara,112.03,81,30.17,35.43,9,Medium
Kalaburagi,35.73,77,28.73,37.1,12,Low
Bengaluru Urban,126.25,64,0.61,28.17,14,Medium
Belagavi,281.12,34,41.05,22.43,0,Medium
Bengaluru Urban,325.69,49,37.71,32.03,13,High
Chitradurga,121.49,30,49.38,26.93,4,Medium
Bagalkot,266.58,97,43.86,41.96,12,High
Chikkamagaluru,262.19,31,5.85,37.7,17,Medium
Haveri,111.8,89,48.11,31.06,17,Medium
Uttara Kannada,258.39,35,19.92,38.45,7,Medium
Hassan,64.2,48,49.93,38.99,19,Medium
Chikkaballapur,237.62,83,23.98,29.57,16,High
Kalaburagi,115.88,60,26.83,23.84,2,Low
Bengaluru Rural,235.19,57,14.66,36.43,5,Low
Dharwad,267.87,70,7.76,32.3,0,Low
Raichur,276.56,85,57.69,21.52,2,Medium
Davanagere,9.17,97,8.5,40.01,15,Medium
Bengaluru Urban,209.58,49,28.18,29.46,15,Medium
Bengaluru Urban,20.69,38,58.28,30.74,3,Low
Dharwad,339.23,83,55.06,26.0,22,High
Davanagere,229.79,73,52.26,28.25,18,High
Dharwad,179.44,88,58.85,36.57,21,High
Shivamogga,231.54,44,12.76,36.46,19,Medium
Mangaluru,92.47,91,4.69,32.91,2,Low
Tumakuru,90.79,70,18.27,19.99,9,Low
Koppal,274.05,45,0.39,24.55,13,Medium
Kalaburagi,259.49,38,10.84,32.23,14,Medium
Mysuru,29.3,61,2.04,18.86,18,Low
Davanagere,232.89,47,15.37,41.02,3,Low
Bidar,338.12,61,52.8,18.27,19,High
Gadag,25.74,30,39.14,23.03,16,Medium
Bengaluru Rural,127.94,56,13.76,35.27,2,Low
Kalaburagi,197.14,85,42.34,41.35,18,High
Chitradurga,273.46,55,13.47,29.65,11,Medium
Kalaburagi,185.48,66,13.06,35.88,9,Low
Gadag,47.22,93,18.97,30.9,3,Low
Hassan,232.04,64,11.06,28.95,1,Low
Gadag,347.43,47,48.26,18.39,9,Medium
Udupi,345.57,43,9.91,22.23,25,Medium
Mangaluru,143.55,33,33.83,32.23,22,Medium
Mangaluru,89.36,100,19.07,22.83,17,Medium
Vijayanagara,312.11,91,26.61,28.55,11,Medium
Udupi,148.15,63,9.62,41.81,12,Low
Mangaluru,146.36,61,14.36,35.16,2,Low
Kolar,240.85,70,5.13,37.13,22,Medium
Bengaluru Rural,147.66,32,0.51,20.61,17,Medium
Haveri,236.0,62,54.67,26.91,6,Medium
Vijayanagara,329.07,45,47.63,22.81,12,Medium
Kalaburagi,316.89,32,28.63,27.96,15,Medium
Belagavi,134.51,93,51.18,37.51,13,High
Tumakuru,348.0,39,24.82,35.99,9,Medium
Ballari,59.0,97,9.38,33.4,25,Medium
Udupi,327.49,82,49.92,35.25,23,High
Hassan,311.52,58,13.85,22.79,16,Medium
Chikkaballapur,226.54,59,40.5,25.16,1,Medium
Uttara Kannada,182.36,89,10.94,29.16,23,Medium
Yadgir,178.97,30,16.21,39.6,7,Low
Bengaluru Rural,35.92,93,27.13,32.4,15,Medium
Yadgir,166.67,72,5.25,36.46,13,Medium
Bengaluru Rural,206.16,91,54.57,20.21,21,High
Mandya,8.38,58,42.99,29.28,0,Low
Tumakuru,255.63,94,21.37,39.48,23,High
Belagavi,214.14,32,29.94,18.28,11,Medium
Belagavi,81.8,84,45.92,28.49,13,Medium
Hassan,255.28,48,31.21,27.05,10,Medium
Dharwad,111.49,41,42.71,20.11,14,Medium
Chikkaballapur,189.94,69,51.66,22.16,7,Medium
Raichur,317.87,33,37.2,38.54,21,High
Kalaburagi,297.99,87,12.9,24.3,4,Medium
Mysuru,24.29,75,58.85,37.37,24,Medium
Chamarajanagar,204.44,43,39.65,38.88,1,Medium
Bengaluru Urban,187.37,68,9.9,28.25,8,Low
Uttara Kannada,334.86,97,45.37,37.83,15,High
Chamarajanagar,6.68,39,40.15,38.75,14,Medium
Vijayanagara,341.39,67,7.76,38.51,14,Medium
Davanagere,316.33,30,11.89,26.67,13,Medium
Ramanagara,34.43,84,52.48,20.68,23,Medium
Shivamogga,34.18,39,12.06,21.99,0,Low
Yadgir,154.69,95,54.68,23.67,24,High
Kolar,198.41,35,35.34,35.4,17,Medium
Chikkaballapur,158.85,54,47.07,24.83,21,Medium
Dharwad,229.85,74,43.56,18.12,23,High
Yadgir,267.04,94,51.02,19.02,0,Medium
Davanagere,158.53,85,28.51,27.14,18,Medium
Mysuru,143.02,49,5.54,35.76,2,Low
Bidar,158.19,49,10.65,19.37,9,Low
Vijayapura,246.69,90,16.85,27.13,18,Medium
Vijayanagara,345.2,98,25.88,23.46,17,High
Chamarajanagar,28.24,95,55.36,37.82,9,Medium
Kodagu,150.97,48,54.08,39.83,14,Medium
Chikkamagaluru,273.77,51,58.21,26.8,20,High
Mysuru,109.17,71,3.3,31.46,7,Low
Chitradurga,96.2,42,56.93,28.57,1,Low
Koppal,246.43,33,33.68,19.54,21,Medium
Davanagere,252.64,49,35.94,29.87,14,High
Bagalkot,16.22,33,55.92,28.06,2,Low
Vijayanagara,156.03,72,24.42,24.43,19,Medium
Kalaburagi,242.37,49,5.85,23.39,14,Medium
Vijayanagara,344.17,33,24.9,36.55,1,Medium
Hassan,48.57,41,20.68,37.09,5,Low
Chikkamagaluru,4.27,95,34.99,37.25,15,Medium
Chikkamagaluru,76.43,30,49.65,28.37,8,Medium
Shivamogga,17.4,79,19.78,35.92,12,Low
Kalaburagi,80.42,62,43.38,24.18,10,Medium
Kodagu,28.9,74,59.09,19.04,18,Medium
Udupi,258.63,44,0.02,27.73,24,Medium
Mysuru,297.14,50,12.13,38.24,11,Medium
Mandya,125.5,49,17.12,27.38,3,Low
Chikkamagaluru,140.85,38,15.68,19.55,25,Medium
Vijayanagara,208.99,53,42.9,31.45,9,Medium
Bagalkot,330.75,65,53.67,41.47,16,High
Bengaluru Urban,174.56,100,10.94,18.92,16,Medium
Yadgir,136.46,98,28.89,28.28,16,Medium
Ballari,292.17,99,33.15,41.76,23,High
Uttara Kannada,214.87,37,15.93,37.94,6,Low
Yadgir,241.1,46,20.62,30.47,8,Medium
Gadag,273.61,95,36.64,20.7,2,Medium
Mandya,118.47,51,38.75,40.3,9,Medium
Chikkaballapur,20.12,43,58.4,40.89,8,Medium
Chitradurga,259.46,51,22.82,35.39,5,Medium
Chikkaballapur,154.83,51,0.35,29.76,4,Low
Udupi,328.0,72,0.7,32.92,25,Medium
Gadag,233.49,48,3.61,32.33,24,Medium
Chitradurga,81.91,65,36.15,29.58,22,Medium
Mysuru,237.78,46,2.05,41.58,25,Medium
Chikkaballapur,321.58,65,20.11,32.29,24,Medium
Mysuru,142.8,61,28.19,37.52,22,Medium
Raichur,104.35,32,13.37,21.42,11,Low
Chamarajanagar,11.47,63,55.93,20.03,9,Medium
Mangaluru,246.32,49,38.25,34.85,10,Medium
Vijayapura,109.14,89,3.31,23.78,21,Medium
Chikkaballapur,252.2,60,53.15,25.34,14,High
Kalaburagi,280.67,79,37.44,33.38,7,Medium
Yadgir,199.91,97,43.97,41.37,17,High
Ballari,235.03,37,36.12,30.3,15,High
Chikkaballapur,71.17,52,9.21,23.64,21,Low
Gadag,349.47,80,59.31,29.51,7,Medium
Chikkamagaluru,41.29,96,19.28,31.5,8,Low
Bengaluru Rural,243.08,100,59.23,33.35,9,High
Chikkaballapur,44.47,95,36.09,38.84,23,Medium
Ramanagara,161.1,99,39.73,29.48,4,Medium
Mandya,171.36,76,13.49,36.35,25,Medium
Mysuru,199.51,49,52.44,30.09,17,Medium
Chikkamagaluru,303.89,66,7.16,22.42,12,Medium
Mandya,71.79,56,9.09,39.82,9,Low
Davanagere,42.46,91,39.83,23.7,25,Medium
Chitradurga,306.03,56,31.42,24.85,19,Medium
Haveri,187.41,47,28.76,29.9,21,Medium
Bagalkot,310.1,85,58.5,25.51,9,High
Davanagere,316.54,38,52.3,34.36,9,Medium
Davanagere,95.3,73,45.09,27.54,15,Medium
Kodagu,295.33,41,53.17,37.84,7,Medium
Koppal,41.15,62,50.86,27.56,17,Medium
Vijayanagara,305.84,43,58.42,26.43,21,High
Hassan,52.01,62,30.61,24.29,17,Medium
Uttara Kannada,48.93,53,45.84,29.67,13,Medium
Bagalkot,65.62,59,7.83,41.99,14,Low
Davanagere,235.99,58,23.01,23.21,6,Medium
Ramanagara,302.99,42,40.87,23.04,24,High
Kalaburagi,123.62,34,31.63,24.98,17,Medium
Bagalkot,72.88,31,44.27,26.18,5,Low
Udupi,104.24,80,15.86,33.42,6,Low
Shivamogga,123.62,62,8.83,28.01,19,Medium
Chikkaballapur,212.72,64,5.36,18.77,6,Low
Mysuru,341.92,99,55.14,32.31,20,High
Hassan,221.03,55,46.53,32.03,1,Medium
Mangaluru,161.63,82,6.87,41.89,17,Medium
Mysuru,309.43,50,29.77,38.22,14,Medium
Bengaluru Rural,271.57,31,37.59,23.38,2,Medium
Chitradurga,130.78,89,57.59,27.79,22,High
Tumakuru,323.32,79,13.32,37.08,23,Medium
Shivamogga,151.72,68,13.4,30.41,12,Low
Chikkamagaluru,321.15,99,15.14,28.34,7,Medium
Raichur,143.17,90,10.79,38.77,16,Medium
Koppal,93.75,37,11.06,21.61,14,Low
Bengaluru Rural,261.83,70,42.37,29.04,2,Medium
Bengaluru Urban,81.04,32,18.2,32.08,10,Low
Shivamogga,257.59,49,51.5,18.68,10,Medium
Mysuru,19.37,68,53.62,38.55,15,Medium
Bagalkot,333.05,100,3.36,22.19,22,Medium
Chikkamagaluru,3.19,30,46.04,25.57,9,Medium
Bagalkot,340.77,55,41.65,21.22,9,Medium
Ramanagara,294.43,71,57.81,29.43,7,Medium
Belagavi,155.41,69,20.11,32.3,10,Medium
Mysuru,275.3,84,50.97,24.06,5,Medium
Gadag,325.58,96,51.49,40.27,8,High
Belagavi,155.06,70,19.82,26.1,14,Medium
Uttara Kannada,229.66,88,6.79,34.39,16,Medium
Ramanagara,127.29,40,22.06,18.43,10,Medium
Shivamogga,113.06,68,35.43,37.98,4,Low
Shivamogga,181.56,38,19.66,20.27,9,Low
Shivamogga,316.53,41,27.88,34.75,15,Medium
Kolar,82.51,73,48.92,19.06,20,Medium
Chikkamagaluru,332.24,89,18.27,39.6,5,Medium
Davanagere,336.16,64,49.88,19.19,6,Medium
Gadag,189.53,83,10.59,37.96,6,Medium
Davanagere,223.98,67,2.39,39.4,3,Low
Mangaluru,55.93,44,55.97,40.64,24,Medium
Udupi,339.93,96,14.24,27.72,0,Medium
Ballari,138.81,51,47.12,28.78,14,Medium
Gadag,180.49,71,32.84,38.1,4,Low
Mangaluru,176.24,81,19.4,25.98,14,Medium
Haveri,171.29,86,16.58,31.94,4,Low
Koppal,0.82,78,8.98,41.45,4,Low
Bengaluru Urban,71.84,71,16.89,23.9,18,Low
Gadag,195.74,48,51.42,28.03,21,Medium
Shivamogga,82.67,97,11.29,23.11,16,Medium
Yadgir,226.66,82,4.17,29.2,15,Medium
Raichur,339.7,50,42.76,19.4,8,Medium
Uttara Kannada,201.17,72,8.74,32.9,2,Low
Kalaburagi,202.73,68,8.9,35.35,4,Low
Shivamogga,234.96,36,38.63,41.53,17,High
Raichur,290.07,30,21.77,32.87,9,Medium
Kolar,128.58,51,7.0,40.77,4,Low
Haveri,142.97,40,49.27,38.53,24,Medium
Yadgir,280.69,70,6.25,29.43,19,Medium
Chikkaballapur,52.86,60,26.42,41.3,9,Low
Mangaluru,34.23,31,6.51,31.89,21,Low
Mangaluru,31.31,69,39.0,33.12,22,Medium
Ballari,342.7,51,18.99,35.58,6,Medium
Chitradurga,111.98,37,49.05,29.0,22,Medium
Kolar,149.54,54,22.61,22.4,0,Low
Udupi,80.26,76,59.77,23.24,8,Medium
Chikkaballapur,57.79,39,54.39,18.14,1,Low
Mysuru,72.06,40,39.68,19.88,1,Low
Raichur,29.43,39,29.04,22.67,16,Medium
Hassan,171.71,45,49.07,23.09,25,Medium
Hassan,220.63,82,46.89,37.17,9,High
Vijayanagara,262.4,77,20.52,36.12,9,Medium
Gadag,288.12,92,48.63,37.5,14,High
Udupi,232.51,33,13.33,19.7,4,Low
Bagalkot,69.72,50,45.52,25.11,6,Medium
Bengaluru Urban,83.96,100,41.09,21.53,2,Medium
Kolar,43.74,95,9.98,33.68,0,Low
Kodagu,190.95,76,36.23,21.97,18,Medium
Yadgir,266.71,85,7.04,21.31,21,Medium
Tumakuru,148.11,47,20.04,24.78,15,Medium
Vijayapura,278.24,37,13.47,21.74,23,Medium
Koppal,160.54,50,25.17,41.71,23,Medium
Vijayanagara,258.14,56,6.2,33.24,16,Medium
Hassan,48.66,61,28.49,31.31,15,Medium
Chikkaballapur,8.47,64,55.36,41.17,18,Medium
Mysuru,261.2,85,18.35,25.87,6,Medium
Bidar,15.71,77,24.11,23.83,25,Medium
Chikkaballapur,161.47,100,32.55,37.13,22,Medium
Udupi,305.36,59,1.83,41.41,8,Medium
Chamarajanagar,118.36,94,28.07,38.23,19,Medium
Mangaluru,91.39,61,55.52,30.25,10,Medium
Yadgir,201.13,40,21.47,22.93,7,Medium
Mandya,293.7,78,54.93,41.5,20,High
Bidar,67.19,74,33.71,19.78,23,Medium
Bengaluru Rural,28.82,54,36.9,35.75,23,Medium
Kalaburagi,0.29,96,56.59,28.77,12,Medium
Uttara Kannada,121.94,48,22.3,27.66,9,Medium
Chamarajanagar,320.02,77,39.93,22.42,17,High
Mandya,245.06,59,27.51,23.57,5,Medium
Hassan,37.88,84,0.49,19.02,2,Low
Dharwad,28.53,87,41.34,21.2,11,Medium
Gadag,267.14,63,8.23,25.02,16,Medium
Bidar,258.48,94,50.32,26.56,8,High
Bagalkot,267.57,100,52.72,18.84,10,High
Gadag,113.94,98,36.82,29.35,11,Medium
Vijayapura,184.89,70,46.87,18.58,17,Medium
Chikkamagaluru,50.72,42,2.39,27.62,22,Low
Shivamogga,316.53,57,51.38,38.35,22,High
Chikkaballapur,241.36,32,44.28,19.41,18,High
Mandya,328.69,56,56.76,31.71,25,High
Chikkaballapur,279.19,32,39.85,41.9,19,High
Hassan,290.06,98,56.57,36.62,4,Medium
Raichur,293.59,57,47.74,23.84,12,Medium
Chamarajanagar,266.67,46,59.58,22.08,20,High
Vijayanagara,334.59,94,40.71,38.89,13,High
Chikkamagaluru,105.34,61,36.57,41.55,0,Low
